"","Ticker_x","SimFinId","Report.Date","Fiscal.Year","Current.Ratio","Quick.Ratio","Total.Debt.Ratio","Debt.to.Asset.Ratio","Cash.Coverage.Ratio","Interest.Coverage.Ratio","Current.Ratio.T","Current.Ratio.out","Quick.Ratio.T","Quick.Ratio.Out","Total.Debt.Ratio.T","Total.Debt.Ratio.out","Debt.to.Asset.Ratio.T","Debt.to.Asset.Ratio.out","Cash.Coverage.Ratio.T","Cash.Coverage.Ratio.out","Interest.Coverage.Ratio.T","Interest.Coverage.Ratio.out"
"8724","SMIT",332324,"5/31/14",2014,7.174694,3.092898,0.111885,46.231867,-0.006491,-0.018066,1.97056011265261,0,1.12910851546759,0,-2.1902837209069,0,NA,1,8.3258494994438,0,8.66526519357471,0
"8725","SMIT",332324,"5/31/15",2015,5.676017,2.758617,0.145474,45.080238,0.007124,-0.002272,1.73624975436026,0,1.01472946718651,0,-1.92775790249637,0,NA,1,8.32585279665248,0,8.66526791762226,0
"8726","SMIT",332324,"5/31/16",2016,4.879136,1.893523,0.169252,51.955031,-0.041967,-0.050632,1.58496815500967,0,0.638439115104002,0,-1.77636655042058,0,NA,1,8.3258409080027,0,8.66525957677703,0
"8727","SMIT",332324,"5/31/17",2017,3.716081,1.58307,0.225281,55.594971,-0.027126,-0.034848,1.31266961834589,0,0.459365999756962,0,-1.49040676710186,0,NA,1,8.32584450214792,0,8.66526229911514,0
"8728","SMIT",332324,"5/31/18",2018,5.658808,2.315976,0.156866,44.357402,0.012712,0.005477,1.73321326932894,0,0.839831196962755,0,-1.85236334125977,0,NA,1,8.32585414992162,0,8.66526925411724,0
"8751","SMSI",504067,"12/31/11",2011,5.574403,4.72859,0.188652,6.318486,-1.32791,-1.670899,1.71818522641036,0,1.55362706081244,0,-1.66785123098476,0,1.84347962249839,0,8.32552943343678,0,8.66498008253945,0
"8752","SMSI",504067,"12/31/12",2012,5.216911,4.9926,0.2157,9.265149,-0.764371,-0.915993,1.65190546428193,0,1.6079568161523,0,-1.53386672558703,0,2.22625994163715,0,8.32566594292615,0,8.66511031269583,0
"8753","SMSI",504067,"12/31/13",2013,2.471312,2.279145,0.423838,15.997479,-0.62494,-0.762329,0.904749183705934,0,0.823800372636266,0,-0.858403972231308,0,2.77243114732551,0,8.32569971527226,0,8.66513681946428,0
"8754","SMSI",504067,"12/31/14",2014,2.602782,2.424011,0.455933,18.409356,-1275.2,-1861.4,0.956580872985457,0,0.885423606150567,0,-0.785409410087556,0,2.91285901364454,0,7.95649431715452,0,8.27807268557889,0
"8755","SMSI",504067,"12/31/16",2016,1.437364,1.305556,0.786204,0.090509,-44.121406,-48.533546,0.362810880518031,0,0.266629003679422,0,-0.240538978243392,0,-2.40230598570702,0,8.315108486358,0,8.65686233887739,0
"8756","SMSI",504067,"12/31/17",2017,1.645764,1.526163,0.670894,0.112272,-4.352679,-5.175893,0.498204714089503,0,0.422756742361073,0,-0.399144127663898,0,-2.1868307804722,0,8.32479640658019,0,8.66437520761132,0
"8757","SMSI",504067,"12/31/18",2018,5.936743,5.701744,0.184105,19.903761,-0.555085,-2.205508,1.78116066649577,0,1.74077209295507,0,-1.69224903195927,0,2.99090870884802,0,8.32571663480552,0,8.66488784594516,0
"8758","SMTC",185350,"1/31/13",2012,2.574758,1.885599,0.406645,0.282435,4.559006,1.134095,0.945755549116724,0,0.634245542304472,0,-0.899814710030829,0,-1.26430684336564,0,8.32695453840036,0,8.66546389142354,0
"8759","SMTC",185350,"1/31/14",2013,3.549427,2.791298,0.435325,0.307524,7.527897,2.351656,1.26678618200887,0,1.02650672062088,0,-0.831662400416691,0,-1.17920214600072,0,8.32767247804898,0,8.66567382504139,0
"8760","SMTC",185350,"1/31/15",2014,3.671643,2.77329,0.406779,0.272525,18.747596,9.544289,1.30063924580964,0,1.02003434104294,0,-0.899485238559094,0,-1.30002492596771,0,8.33038098979284,0,8.66691309078854,0
"8761","SMTC",185350,"1/31/16",2015,3.28454,2.463658,0.42069,0.282766,8.581021,2.322931,1.18922661169,0,0.901647237336544,0,-0.865859058575468,0,-1.26313557849583,0,8.32792702156061,0,8.66566887274318,0
"8762","SMTC",185350,"1/31/17",2016,3.56518,2.834519,0.401643,0.238207,11.579785,6.519892,1.27121454347523,0,1.041872257882,0,-0.912191644623237,0,-1.43461523542304,0,8.32865147789514,0,8.66639218476851,0
"8763","SMTC",185350,"1/31/18",2017,3.654539,2.861197,0.387523,0.208629,15.32111,9.167776,1.29596995665589,0,1.05124006874043,0,-0.947980077111454,0,-1.56719772402636,0,8.32955459056324,0,8.66684825698155,0
"8764","SMTC",185350,"1/31/19",2018,3.735579,3.012324,0.357707,0.198624,15.072484,9.678113,1.31790282665073,0,1.10271187387356,0,-1.02804106343702,0,-1.61634168875089,0,8.32949460040961,0,8.66693613365339,0
"8774","SNCR",747268,"12/31/11",2011,3.608621,3.310456,0.160693,0.023183,337.028037,199.280374,1.28332570490649,0,1.19708594425079,0,-1.82825956661491,0,-3.76433602752938,0,8.4043106868438,0,8.69906137445184,0
"8775","SNCR",747268,"12/31/12",2012,1.940804,1.640545,0.197156,0.020443,72.31921174,48.54982858,0.663102320211296,0,0.495028503704189,0,-1.62375998544166,0,-3.89011475337927,0,8.34321335633506,0,8.67360699334915,0
"8776","SNCR",747268,"12/31/13",2013,2.498385,2.188858,0.150621,0.017555,142.609023,65.304511,0.915644523126249,0,0.783379946633026,0,-1.89298853110643,0,-4.04241646936174,0,8.35980437986143,0,8.67646863336068,0
"8777","SNCR",747268,"12/31/14",2014,5.026051,4.626405,0.386772,0.277234,25.041109,-0.804619,1.6146345863043,0,1.53178010861522,0,-0.949919906854633,0,-1.28289336406526,0,8.3318970811814,0,8.66512952458409,0
"8778","SNCR",747268,"12/31/15",2015,5.075393,4.366525,0.33553,0.235809,11.025382,-8.365721,1.6244039603533,0,1.47396749826463,0,-1.09204390779008,0,-1.44473312366831,0,8.32851758199848,0,8.66382440432339,0
"8779","SNCR",747268,"12/31/16",2016,2.017936,1.581757,0.473537,0.253939,-3.661885,-20.896495,0.70207520685962,0,0.458536254513174,0,-0.74752522790942,0,-1.37066119828634,0,8.3249638619395,0,8.66165771235955,0
"8780","SNCR",747268,"12/31/17",2017,1.927304,1.234355,0.493618,0.247446,-0.576371,-2.747071,0.656122135163044,0,0.210548566444442,0,-0.705993340281139,0,-1.39656290259669,0,8.32571147916789,0,8.66479440089559,0
"8781","SNDK",505727,"12/31/10",2010,4.200253,3.349104,0.341508,0.194951,48.335049,40.879758,1.43514476157032,0,1.20869284737588,0,-1.07438417418418,0,-1.6350070340463,0,8.33748861908936,0,8.67229423516176,0
"8782","SNDK",505727,"12/31/11",2011,3.983962,3.082889,0.306036,0.157736,25.132334,20.432391,1.38227680152425,0,1.12586714436354,0,-1.18405253689081,0,-1.84683252951817,0,8.33191904016212,0,8.6687861558192,0
"8783","SNDK",505727,"12/31/12",2012,2.448021,1.860865,0.297852,0.164097,18.126187,11.347917,0.895279943044658,0,0.621041433384564,0,-1.21115856014066,0,-1.80729756258885,0,8.33023116917778,0,8.66722360895166,0
"8784","SNDK",505727,"12/31/13",2013,3.779289,2.916239,0.335887,0.189286,42.806473,33.38957,1.32953589670127,0,1.07029477237896,0,-1.09098048510747,0,-1.6644961801843,0,8.33616435222272,0,8.67101059914309,0
"8785","SNDK",505727,"12/31/14",2014,1.919159,1.421341,0.352352,0.199849,29.449102,21.596169,0.651887069247209,0,0.351600792177134,0,-1.04312460305096,0,-1.61019319759014,0,8.33295758848412,0,8.66898615154835,0
"8786","SNDK",505727,"12/31/15",2015,2.824978,2.308176,0.369563,0.23302,15.645082,8.603907,1.03850057695746,0,0.836457602237608,0,-0.995434052450879,0,-1.45663099219034,0,8.32963275530694,0,8.66675115347102,0
"8812","SNPS",744723,"10/31/10",2010,1.353654,1.214691,0.360975,0.273795,5.053262,3.260849,0.302807602691114,0,0.194489723459791,0,-1.01894657512485,0,-1.29537562779928,0,8.32707409555792,0,8.66583056066784,0
"8813","SNPS",744723,"10/31/11",2011,1.324387,1.194867,0.376255,0.275228,5.841349,3.641816,0.280949710877149,0,0.178034882118366,0,-0.977488173970805,0,-1.29015543391249,0,8.32726469887037,0,8.66589622820141,0
"8814","SNPS",744723,"10/31/12",2012,0.910602,0.792766,0.386649,0.032549,5.290805,2.898484,-0.093649359729815,0,-0.232227182859752,0,-0.950237974248813,0,-3.42500863276569,0,8.32713155050522,0,8.66576809557152,0
"8815","SNPS",744723,"10/31/13",2013,1.184033,1.045422,0.360331,0.024088,6.551061,3.721599,0.168926407695029,0,0.044420631651489,0,-1.02073222551767,0,-3.7260414878027,0,8.32743631566008,0,8.66590997990376,0
"8816","SNPS",744723,"10/31/14",2014,1.085073,0.946443,0.360031,0.015705,6.357983,3.581392,0.0816472658351415,0,-0.0550445320162166,0,-1.02156514012822,0,-4.15377614599153,0,8.32738963002308,0,8.66588581316432,0
"8817","SNPS",744723,"10/31/15",2015,0.930595,0.85572,0.378884,0.267415,6.733455,3.842577,-0.0719311124637361,0,-0.155812059153924,0,-0.970525189349848,0,-1.31895352015088,0,8.32748041593848,0,8.66593083177275,0
"8818","SNPS",744723,"10/31/16",2016,1.001162,0.907427,0.390282,0.039119,6.977199,4.27244,0.00116132540053925,0,-0.0971421568500133,0,-0.940885724229537,0,-3.24114699651443,0,8.32753934673952,0,8.66600491980093,0
"8819","SNPS",744723,"10/31/17",2017,1.042428,0.928996,0.39224,0.026682,7.237948,4.847445,0.0415526075575386,0,-0.0736508458826274,0,-0.935881381639159,0,-3.62376609822552,0,8.32760238505172,0,8.66610401485659,0
"8820","SNPS",744723,"10/31/18",2018,0.734297,0.607555,0.43296,0.07636,6.401432,4.101849,-0.308841700056546,0,-0.498312572886053,0,-0.837109933999714,0,-2.57229628012459,0,8.32740013604105,0,8.66597551864655,0
"8839","SOFO",374032,"9/30/11",2011,1.324287,1.19007,0.575962,0.085027,5.436709,2.550633,0.280874201395766,0,0.174012128922814,0,-0.551713592684731,0,-2.46478642587214,0,8.32716683892842,0,8.66570812875244,0
"8840","SOFO",374032,"9/30/12",2012,1.390438,1.178345,0.538189,0.074186,6.835526,0.717105,0.329618805420198,0,0.164110911621511,0,-0.6195454793969,0,-2.60117982585625,0,8.32750509440774,0,8.66539198327556,0
"8841","SOFO",374032,"9/30/13",2013,1.256372,1.032159,0.560104,0.046809,5.358696,-6.934783,0.228228202537809,0,0.0316527249592852,0,-0.579632798209991,0,-3.06167978685498,0,8.32714797081544,0,8.66407152894791,0
"8842","SOFO",374032,"9/30/14",2014,1.001122,0.797569,0.673194,0.141293,-2.822511,-9.367965,0.00112137102842662,0,-0.226186927689634,0,-0.395721729361176,0,-1.95691953050465,0,8.32516729684394,0,8.6636512792673,0
"8843","SOFO",374032,"9/30/15",2015,0.966712,0.788311,0.775795,0.116772,-4.903226,-11,-0.033854656223566,0,-0.237862596935235,0,-0.25386696895708,0,-2.14753196335428,0,8.32466292841068,0,8.66336930157384,0
"8844","SOFO",374032,"9/30/16",2016,0.863611,0.693034,0.803486,0.091833,-0.119529,-3.83165,-0.146632843044189,0,-0.366676218946675,0,-0.218795517727367,0,-2.38778356882793,0,8.32582212407904,0,8.6646072338271,0
"8845","SOFO",374032,"9/30/17",2017,0.71722,0.533263,0.890041,0.047962,-4.00202,-7.99596,-0.332372651415768,0,-0.628740543118646,0,-0.116487749901292,0,-3.03734624827446,0,8.3248814133255,0,8.66388826832155,0
"8854","SOHU",138944,"12/31/10",2010,3.950296,3.857482,0.179381,0.481494,72.31921174,48.54982858,1.37379051281428,0,1.35001463900968,0,-1.71824324355032,0,-0.730861508880786,0,8.34321335633506,0,8.67360699334915,0
"8855","SOHU",138944,"12/31/11",2011,2.933163,2.770275,0.218558,0,72.31921174,48.54982858,1.07608136294821,0,1.01894659324985,0,-1.52070385344685,0,-Inf,0,8.34321335633506,0,8.67360699334915,0
"8856","SOHU",138944,"12/31/12",2012,2.223956,1.915222,0.338806,0.114928,72.31921174,48.54982858,0.799287592019965,0,0.649833542806557,0,-1.08232760679789,0,-2.16344943364969,0,8.34321335633506,0,8.67360699334915,0
"8857","SOHU",138944,"12/31/13",2013,1.840935,1.369754,0.387498,0.136836,72.31921174,48.54982858,0.610273594729213,0,0.314631161673044,0,-0.948044591492377,0,-1.98897215051892,0,8.34321335633506,0,8.67360699334915,0
"8858","SOHU",138944,"12/31/15",2015,1.64443,1.339052,0.431084,0.422884,72.31921174,48.54982858,0.497393819611488,0,0.291961900906435,0,-0.84145231227642,0,-0.860657369222729,0,8.34321335633506,0,8.67360699334915,0
"8872","SOTK",94282,"2/28/13",2012,3.990852,2.274499,0.387276,0.23575,15.342941,12.4027,1.38400474194125,0,0.821759808370758,0,-0.948617661848573,0,-1.44498335746857,0,8.3295598579219,0,8.66740515897587,0
"8873","SOTK",94282,"2/28/14",2013,5.30537,3.549271,0.339072,0.233083,5.692134,2.474767,1.66871951515693,0,1.26674223028702,0,-1.08154280477259,0,-1.45636066567288,0,8.32722861316398,0,8.66569504956377,0
"8874","SOTK",94282,"2/28/15",2014,3.633356,2.616646,0.335825,0.170825,11.74855,8.429575,1.29015673907964,0,0.961893345005845,0,-1.09116508803306,0,-1.7671156383153,0,8.32869223338854,0,8.66672112996333,0
"8875","SOTK",94282,"2/29/16",2015,4.540295,3.203875,0.281355,0.123692,372.750136,243.609756,1.51299198791585,0,1.16436101471222,0,-1.26813806180172,0,-2.08996067427005,0,8.41227705167547,0,8.70642577131385,0
"8876","SOTK",94282,"2/28/18",2017,4.264418,3.377524,0.287521,0.087157,72.31921174,48.54982858,1.45030571207768,0,1.21714289667449,0,-1.24645937793402,0,-2.44004418895655,0,8.34321335633506,0,8.67360699334915,0
"8877","SOTK",94282,"2/28/19",2018,3.531958,2.722741,0.29635,0.071354,72.31921174,48.54982858,1.26185239139128,0,1.00163909348661,0,-1.21621409074829,0,-2.64010187496285,0,8.34321335633506,0,8.67360699334915,0
"8910","SPLK",51255,"1/31/19",2018,3.232552,3.087672,0.662139,0.363197,-18.918896,-23.909852,1.17327191815475,0,1.12741740890446,0,-0.41227977529718,0,-1.01280989220101,0,8.32125886482939,0,8.6611359728478,0
"8931","SPRT",533572,"12/31/11",2011,5.233659,5.145292,0.160725,5.937074,-0.594911,-0.639911,1.65511065104935,0,1.63808212180578,0,-1.82806044895439,0,1.78121641941837,0,8.32570698861153,0,8.66515793585013,0
"8932","SPRT",533572,"12/31/12",2012,5.33212,5.224604,0.159712,5.719237,-0.124278,-0.194204,1.67374890768962,0,1.65337900550502,0,-1.83438308569494,0,1.74383540488586,0,8.3258209739573,0,8.66523481392236,0
"8933","SPRT",533572,"12/31/13",2013,9.039282,8.90298,0.107606,4.713798,0.430651,0.372695,2.20157974647101,0,2.18638605215522,0,-2.22927887072732,0,1.55049395251392,0,8.32595535875233,0,8.66533258733985,0
"8934","SPRT",533572,"12/31/14",2014,8.924292,8.784898,0.113588,4.668686,-0.062044,-0.109551,2.188776996788,0,2.1730341108716,0,-2.17517741207755,0,1.54087766163904,0,8.32583604579943,0,8.66524941468426,0
"8935","SPRT",533572,"12/31/15",2015,8.25604,8.098461,0.124503,6.177821,-0.44573,-0.494121,2.11094505368871,0,2.09167404362611,0,-2.08342546698215,0,1.82096562029872,0,8.32574312103278,0,8.66518308318696,0
"8936","SPRT",533572,"12/31/16",2016,6.891454,6.761434,0.14757,7.487351,-0.471701,-0.532521,1.93028209324072,0,1.91123499773596,0,-1.91345263950678,0,2.01321506341051,0,8.32573683081412,0,8.66517645962711,0
"8937","SPRT",533572,"12/31/17",2017,8.85894,8.744319,0.122683,7.811359,-0.027767,-0.050318,2.18142711863351,0,2.16840423236797,0,-2.09815148617137,0,2.05557895639647,0,8.32584434691289,0,8.66525963093411,0
"8938","SPRT",533572,"12/31/18",2018,3.957495,3.894681,0.258576,7.827447,-0.327575,-0.349742,1.37561124934835,0,1.3596117760971,0,-1.35256562437585,0,2.05763640319582,0,8.3257717378675,0,8.66520798651698,0
"8949","SQ",83293,"12/31/16",2016,1.734177,0.959497,0.524376,0,-1.771967,-2.592888,0.550532949273504,0,-0.0413460901677228,0,-0.645546294730304,0,-Inf,0,8.32542185367231,0,8.66482100559273,0
"8950","SQ",83293,"12/31/17",2017,1.827965,0.965711,0.640496,0.163936,0.858992,0.219708,0.603203326240345,0,-0.0348906613730924,0,-0.445512402785848,0,-1.80827917122535,0,8.32605907592163,0,8.66530620252012,0
"8951","SQ",83293,"12/31/18",2018,2.073461,1.192036,0.65849,0.274212,6.25203,2.861917,0.729219191749982,0,0.175662769529389,0,-0.417805943942964,0,-1.29385374913538,0,8.32736401000356,0,8.66576179187299,0
"9007","SSC",739951,"12/31/17",2017,1.762793,1.079361,0.522164,8.15546,-96.785151,-99.992421,0.566899483022512,0,0.0763691993656673,0,-0.649773564197309,0,2.09868764159436,0,8.30213309303639,0,8.6478718451728,0
"9016","SSNC",721918,"12/31/11",2011,1.131036,1.035875,0.188393,0.082808,9.297307,6.410788,0.123134026866139,0,0.0352464801870696,0,-1.66922507251952,0,-2.49123060390069,0,8.32810011321336,0,8.66637338820525,0
"9017","SSNC",721918,"12/31/12",2012,1.291198,1.109815,0.544839,0.428345,6.123812,3.791145,0.255570469585631,0,0.104193334767144,0,-0.607264940805899,0,-0.847826333337771,0,8.32733300530649,0,8.66592196696346,0
"9018","SSNC",721918,"12/31/13",2013,1.324391,1.052029,0.458667,0.340394,6.849681,4.432472,0.280952731137813,0,0.0507206804754921,0,-0.779430822413036,0,-1.07765150876024,0,8.3275085167199,0,8.66603250033852,0
"9019","SSNC",721918,"12/31/14",2014,1.227443,1.064412,0.405747,0.273476,11.785608,7.866363,0.204933143763148,0,0.0624225340150056,0,-0.902025466330112,0,-1.29654141234159,0,8.32870118239775,0,8.66662412726835,0
"9020","SSNC",721918,"12/31/15",2015,1.619959,1.449685,0.637132,0.474188,4.079424,2.129581,0.482400840282048,0,0.371346291452846,0,-0.450778423527274,0,-0.746151411449181,0,8.32683851711812,0,8.66563553783667,0
"9021","SSNC",721918,"12/31/16",2016,0.740445,0.640116,0.604242,0.438259,4.02773,2.247458,-0.300503922171839,0,-0.446105869052216,0,-0.503780499039353,0,-0.824945219168042,0,8.32682601041518,0,8.66565586079679,0
"9022","SSNC",721918,"12/31/17",2017,0.810415,0.694319,0.515046,0.369203,5.900105,3.693142,-0.210208816840875,0,-0.364823769905279,0,-0.66349906191888,0,-0.996408650709313,0,8.32727890788719,0,8.66590507496834,0
"9023","SSNC",721918,"12/31/18",2018,1.06572,0.441461,0.71566,0.512556,3.857565,1.94428,0.063650627076276,0,-0.817665598060746,0,-0.334550085138561,0,-0.668345305646236,0,8.32678484006225,0,8.66560358959181,0
"9024","SSNT",511627,"12/31/14",2014,0.817508,0.719527,0.997309,0.108703,16.158611,10.056971,-0.201494590325889,0,-0.329161227299036,0,-0.0026946272492465,0,-2.21913588633977,0,8.32975664196289,0,8.667001365513,0
"9025","SSNT",511627,"12/31/15",2015,0.878687,0.659066,0.816548,0.17396,15.721866,7.282988,-0.129326531172687,0,-0.416931597749413,0,-0.20266958079188,0,-1.7489298912527,0,8.3296512800916,0,8.66652364195327,0
"9026","SSNT",511627,"12/31/16",2016,0.962252,0.806749,0.53366,0.088935,30.841986,20.256316,-0.0384789083585034,0,-0.214742687592204,0,-0.62799634692394,0,-2.4198495131547,0,8.33329246503007,0,8.66875589377396,0
"9027","SSNT",511627,"12/31/17",2017,0.924442,0.782093,0.594024,0.062381,52.411724,32.841557,-0.0785649667373674,0,-0.24578161967674,0,-0.520835556395309,0,-2.77449453715188,0,8.33846398814686,0,8.67091661832682,0
"9028","SSNT",511627,"12/31/18",2018,0.783824,0.686483,0.630959,0.143958,28.529101,11.661269,-0.243570773629254,0,-0.376173817372788,0,-0.46051439478018,0,-1.9382336886158,0,8.33273634074408,0,8.66727754676943,0
"9037","SSTK",623203,"12/31/12",2012,1.818057,1.498521,0.477045,3.60044,0.808191,0.721076,0.597768348399101,0,0.404478621690399,0,-0.740144452920857,0,1.28105606021576,0,8.32604677568633,0,8.66539266808197,0
"9038","SSTK",623203,"12/31/13",2013,2.645418,2.348196,0.34432,1.911534,1.5272,1.401951,0.972829086850666,0,0.853647373780107,0,-1.06618382144877,0,0.647906061074353,0,8.32622085227006,0,8.66551007932156,0
"9039","SSTK",623203,"12/31/14",2014,2.688756,2.522692,0.344846,1.419119,1.461015,1.214665,0.989078633117536,0,0.925326585314342,0,-1.06465733841816,0,0.350036256536255,0,8.32620482973313,0,8.66547778478055,0
"9040","SSTK",623203,"12/31/15",2015,2.043481,1.970631,0.384882,1.195583,1.669675,1.226065,0.714654726205543,0,0.678353796031868,0,-0.95481848517958,0,0.178633932524283,0,8.32625534276328,0,8.66547975056203,0
"9041","SSTK",623203,"12/31/16",2016,1.66999,1.559084,0.42864,1.14096,1.911245,1.331288,0.512817638386783,0,0.444098469316879,0,-0.847137873185839,0,0.131870013297856,0,8.32631381955681,0,8.6654978947151,0
"9042","SSTK",623203,"12/31/17",2017,1.385473,1.234465,0.455524,1.018945,1.730801,0.737478,0.32604159758139,0,0.210637677841848,0,-0.786306874317799,0,0.0187677782991238,0,8.326270139843,0,8.66539549663271,0
"9043","SSTK",623203,"12/31/18",2018,1.373564,1.217539,0.460633,1.096038,2.181824,0.906542,0.317408821754477,0,0.196831608315776,0,-0.775153648482433,0,0.0917018594576267,0,8.32637931449232,0,8.66542465151964,0
"9044","SSYS",727537,"7/31/11",2011,3.199507,2.090994,0.173418,2.313135,72.31921174,48.54982858,1.16299673543683,0,0.73763955100192,0,-1.75205041379482,0,0.838603747304842,0,8.34321335633506,0,8.67360699334915,0
"9045","ST",749178,"12/31/11",2011,2.124124,1.266068,0.697698,0.531066,5.013864,3.130732,0.753359482089935,0,0.235916034759774,0,-0.359968934602614,0,-0.63286897167872,0,8.32706456597452,0,8.66580813132659,0
"9046","ST",749178,"12/31/12",2012,3.214077,2.412867,0.664977,0.500126,5.211395,3.201105,1.16754022471347,0,0.8808156670136,0,-0.408002825390574,0,-0.692895212306612,0,8.3271123438348,0,8.66582026216391,0
"9047","ST",749178,"12/31/13",2013,2.686507,1.914079,0.673722,0.492727,5.901901,3.929095,0.98824183680404,0,0.649236566996118,0,-0.394937716064064,0,-0.707800010852504,0,8.32727934221233,0,8.66594574382074,0
"9048","ST",749178,"12/31/14",2014,1.651298,0.968524,0.74536,0.555414,5.711283,3.708456,0.501561645319113,0,-0.0319820158535813,0,-0.293887955839968,0,-0.588041497369154,0,8.32723324417333,0,8.66590771453914,0
"9049","ST",749178,"12/31/15",2015,1.477069,0.93603,0.735101,0.571685,5.073068,3.019073,0.390059718774928,0,-0.0661077517361252,0,-0.307747374243886,0,-0.559167138593591,0,8.32707888619646,0,8.66578888334206,0
"9050","ST",749178,"12/31/16",2016,2.299836,1.460046,0.68883,0.524532,4.852778,2.992902,0.832837816045002,0,0.37846794207323,0,-0.372760772810096,0,-0.645248842520672,0,8.32702560156789,0,8.66578437188318,0
"9051","ST",749178,"12/31/17",2017,2.936149,2.080445,0.646824,0.492397,5.268689,3.576342,1.07709885878337,0,0.732581813138527,0,-0.435681046216195,0,-0.708469977298035,0,8.32712620140838,0,8.66588494271162,0
"9052","ST",749178,"12/31/18",2018,2.995817,2.049557,0.616276,0.480302,5.908036,4.311591,1.0972169823475,0,0.717623672236899,0,-0.484060363845867,0,-0.733340206255901,0,8.32728082583266,0,8.6660116673069,0
"9071","STMP",650092,"12/31/11",2011,5.147499,4.719817,0.129404,4.674317,0.620222,0.589918,1.63851096565073,0,1.5517700276594,0,-2.04481598549202,0,1.54208305581087,0,8.32600126221681,0,8.66537004939043,0
"9072","STMP",650092,"12/31/12",2012,3.125098,2.812102,0.13678,3.867388,0.879845,0.823623,1.13946564269665,0,1.03393224640579,0,-1.98938148331219,0,1.35257934376974,0,8.32606412492818,0,8.66541035234233,0
"9073","STMP",650092,"12/31/15",2015,1.036162,0.973082,0.547933,0.305743,147.279597,127.879093,0.0355235022690453,0,-0.0272869249103137,0,-0.601602262282546,0,-1.18501039919861,0,8.36089711784337,0,8.68708432512416,0
"9074","STMP",650092,"12/31/16",2016,1.911777,1.776071,0.389126,0.241513,39.237613,33.845721,0.648033176028029,0,0.574403621248378,0,-0.943852080355373,0,-1.42083197711056,0,8.33530856627375,0,8.67108881946341,0
"9075","STMP",650092,"12/31/17",2017,2.35387,2.034871,0.266956,0.101655,50.408013,44.563369,0.856060782164437,0,0.710432426221895,0,-1.3206714281694,0,-2.28617055172595,0,8.3379847071,0,8.67292491256729,0
"9076","STMP",650092,"12/31/18",2018,1.5182,1.304902,0.28039,0.071113,84.196917,74.912909,0.417525422600531,0,0.266127942169386,0,-1.27157378779574,0,-2.64348511781742,0,8.34603633681811,0,8.67810602636438,0
"9081","STRM",494891,"9/30/12",2012,0.961753,0.769524,0.681854,0.283202,5.469763,1.37996,-0.0389976180408465,0,-0.261983137105752,0,-0.3829397203026,0,-1.26159485504062,0,8.32717483321437,0,8.66550628737165,0
"9082","STRM",494891,"9/30/13",2013,1.147319,0.934192,0.756466,0.247663,0.242722,-0.426636,0.137427916306422,0,-0.0680732944275677,0,-0.279097690583955,0,-1.3956863278873,0,8.32590985080824,0,8.66519472346963,0
"9083","STRM",494891,"9/30/14",2014,1.926309,1.682098,0.550297,0.142008,-2.411467,-3.577973,0.655605736644505,0,0.52004182382494,0,-0.597297146503154,0,-1.95187188493963,0,8.32526690444152,0,8.66465101430286,0
"9084","STRM",494891,"9/30/15",2015,1.154279,0.941137,0.659339,0.203748,-11.961105,-15.167646,0.14347590662909,0,-0.0606665601958363,0,-0.416517460964583,0,-1.59087134286026,0,8.32295019054921,0,8.66264886828617,0
"9085","STRM",494891,"9/30/16",2016,1.148009,0.997667,0.67872,0.179458,-3.428894,-6.358452,0.138029137587899,0,-0.00233572568467349,0,-0.387546607605819,0,-1.71781408171907,0,8.32502033495977,0,8.66417104471951,0
"9086","STRM",494891,"9/30/17",2017,0.936018,0.794899,0.715675,0.135222,-5.038687,-9.84343,-0.0661205719202231,0,-0.229540216423738,0,-0.334529125684624,0,-2.00083740671755,0,8.32463008363985,0,8.66356913818026,0
"9087","STRM",494891,"9/30/18",2018,0.653139,0.437928,0.8046,0.124386,2.083333,-1.528646,-0.425965308651998,0,-0.825700765679793,0,-0.217410019466449,0,-2.08436564520311,0,8.32635547477326,0,8.66500462415052,0
"9095","STX",378212,"6/30/11",2011,1.855328,1.341611,0.733008,0.380705,7.623188,3.980676,0.618061499835698,0,0.293871130658425,0,-0.310598663103202,0,-0.965730481978855,0,8.32769551286131,0,8.66595463410014,0
"9096","STX",378212,"6/30/12",2012,1.858068,1.306537,0.653968,0.283297,16.849785,13.356223,0.619537238214942,0,0.267380125516296,0,-0.424696858385642,0,-1.26125946168285,0,8.32992336048227,0,8.66756925169341,0
"9097","STX",378212,"6/30/13",2013,2.072769,1.477595,0.620686,0.300444,14.398058,10.160194,0.728885394538334,0,0.39041576603144,0,-0.476929960996538,0,-1.20249389844654,0,8.32933185224392,0,8.66701913773584,0
"9098","STX",378212,"6/30/14",2014,2.409091,1.827773,0.701643,0.412979,14.326203,9.625668,0.879249497929654,0,0.603098285889982,0,-0.35433055131876,0,-0.884358534771507,0,8.3293145110938,0,8.66692710332564,0
"9099","STX",378212,"6/30/15",2015,2.37644,1.80111,0.693448,0.422042,11.497512,7.313433,0.865603569540924,0,0.588403141508029,0,-0.366079024014026,0,-0.862650443832165,0,8.32863160897475,0,8.66652888630057,0
"9100","STX",378212,"6/30/16",2016,1.57092,1.088928,0.806039,0.498113,7.552632,3.263158,0.451661434997871,0,0.0851937260626048,0,-0.215623150549352,0,-0.696928320066605,0,8.32767845732238,0,8.66583095868468,0
